id,create_at,update_at,name,owner,language,stars,watchers,forks,size
94367677,2017-06-14T19:50:59Z,2019-01-03T11:54:52Z,formik,jaredpalmer,TypeScript,11983,11983,682,3222
84476389,2017-03-09T18:41:17Z,2019-01-03T11:34:38Z,react-loadable,jamiebuilds,JavaScript,11954,11954,547,250
69164196,2016-09-25T12:54:40Z,2019-01-03T10:49:51Z,prisma,prisma,Scala,11953,11953,696,160756
501326,2010-02-03T21:08:14Z,2019-01-02T11:33:54Z,requirejs,requirejs,JavaScript,11952,11952,2267,14737
58157629,2016-05-05T20:10:40Z,2019-01-03T11:30:11Z,magenta,tensorflow,Python,11940,11940,2293,27860
2430537,2011-09-21T15:16:20Z,2019-01-03T11:09:59Z,grunt,gruntjs,JavaScript,11912,11912,1544,2672
21065473,2014-06-21T09:56:48Z,2019-01-03T09:30:58Z,js-must-watch,bolshchikov,,11899,11899,850,83
4524181,2012-06-01T20:49:04Z,2019-01-03T11:56:55Z,folly,facebook,C++,11876,11876,2909,21989
1103607,2010-11-22T21:21:23Z,2019-01-03T10:56:37Z,jenkins,jenkinsci,Java,11872,11872,5046,110358
40508605,2015-08-10T22:09:16Z,2019-01-03T12:01:32Z,relay,facebook,JavaScript,11872,11872,1162,25000
2889328,2011-12-01T07:05:17Z,2019-01-03T08:43:50Z,WordPress,WordPress,PHP,11858,11858,7208,210740
2281775,2011-08-28T02:25:27Z,2019-01-03T09:19:37Z,WebViewJavascriptBridge,marcuswestin,Objective-C,11836,11836,2529,514
5344375,2012-08-08T16:25:52Z,2019-01-03T07:46:45Z,textmate,textmate,Objective-C++,11831,11831,1739,18251
16852060,2014-02-14T23:05:17Z,2019-01-03T10:44:08Z,wiki,ethereum,,11827,11827,2004,3791
12143585,2013-08-15T20:51:34Z,2019-01-02T20:23:12Z,Snap.svg,adobe-webplatform,JavaScript,11816,11816,1062,3627
138547797,2018-06-25T05:33:03Z,2019-01-03T11:55:33Z,mkcert,FiloSottile,Go,11808,11808,413,1744
15315789,2013-12-19T15:49:32Z,2019-01-03T11:28:42Z,Wox,Wox-launcher,C#,11801,11801,1197,29830
37829238,2015-06-21T22:47:58Z,2019-01-03T04:58:48Z,Hack,source-foundry,Shell,11795,11795,409,106634
21467110,2014-07-03T15:15:40Z,2019-01-03T11:17:48Z,spaCy,explosion,Python,11773,11773,1958,99099
27574418,2014-12-05T04:31:17Z,2019-01-03T10:21:11Z,nerd-fonts,ryanoasis,CSS,11761,11761,697,3895555
5133949,2012-07-21T13:49:59Z,2019-01-03T11:49:03Z,swoole-src,swoole,C,11758,11758,2477,29810
22282353,2014-07-26T09:01:09Z,2019-01-03T07:34:44Z,Chameleon,viccalexander,Objective-C,11746,11746,1137,11765
942903,2010-09-27T15:47:23Z,2019-01-02T09:07:57Z,forever,foreverjs,JavaScript,11736,11736,883,1370
30384844,2015-02-05T23:46:30Z,2019-01-03T05:15:48Z,react-canvas,Flipboard,JavaScript,11722,11722,920,102
13855476,2013-10-25T08:31:38Z,2019-01-03T10:08:24Z,gorm,jinzhu,Go,11712,11712,1330,4698
38377423,2015-07-01T15:00:58Z,2019-01-03T07:36:39Z,deepdream,google,,11707,11707,2966,1416
89187780,2017-04-24T02:06:06Z,2019-01-03T10:43:38Z,front-end-guide,grab,JavaScript,11705,11705,841,4192
76222419,2016-12-12T04:39:54Z,2019-01-03T12:03:38Z,mars,Tencent,C++,11700,11700,2274,171657
1136075,2010-12-03T19:03:44Z,2019-01-03T08:56:24Z,iscroll,cubiq,JavaScript,11689,11689,3475,1586
569041,2010-03-18T22:32:22Z,2019-01-03T10:53:11Z,curl,curl,C,11681,11681,2721,58518
712530,2010-06-09T22:24:38Z,2019-01-03T10:02:11Z,fabric.js,fabricjs,JavaScript,11660,11660,1914,120474
929845,2010-09-22T06:16:55Z,2019-01-03T07:24:52Z,sass,sass,Ruby,11647,11647,1935,13290
24579238,2014-09-29T03:52:07Z,2019-01-03T10:12:00Z,vue-devtools,vuejs,JavaScript,11647,11647,1658,7129
20787122,2014-06-13T00:23:00Z,2019-01-03T08:42:54Z,postgrest,PostgREST,Haskell,11645,11645,522,2629
11075527,2013-06-30T18:49:56Z,2019-01-03T08:28:47Z,vim-airline,vim-airline,Vim script,11643,11643,831,2658
71576450,2016-10-21T15:13:18Z,2019-01-03T09:34:41Z,guetzli,google,C++,11641,11641,964,472
13233158,2013-10-01T02:40:31Z,2019-01-03T11:36:26Z,obs-studio,obsproject,C,11637,11637,2492,27477
23689830,2014-09-05T04:06:39Z,2019-01-03T11:46:10Z,docker_practice,yeasy,Dockerfile,11629,11629,3491,12898
53266139,2016-03-06T17:06:07Z,2019-01-03T12:08:51Z,Boostnote,BoostIO,JavaScript,11612,11612,1038,15310
7827081,2013-01-25T19:42:32Z,2019-01-03T07:41:19Z,predictionio,apache,Scala,11611,11611,1908,36270
30675533,2015-02-11T23:34:54Z,2019-01-03T08:19:34Z,fonts,google,HTML,11605,11605,1819,471201
58842707,2016-05-15T03:42:48Z,2019-01-03T09:43:03Z,algo,trailofbits,Python,11601,11601,978,2276
40808571,2015-08-16T09:48:33Z,2019-01-03T10:01:48Z,gotty,yudai,Go,11591,11591,743,6484
83516498,2017-03-01T05:43:35Z,2019-01-03T10:15:55Z,pytudes,norvig,Jupyter Notebook,11588,11588,1324,20991
32531480,2015-03-19T15:57:47Z,2019-01-03T10:12:24Z,js-cookie,js-cookie,JavaScript,11583,11583,1547,499
37931301,2015-06-23T16:39:21Z,2019-01-03T10:48:49Z,react-redux-universal-hot-example,erikras,JavaScript,11571,11571,2583,7031
5604798,2012-08-29T18:31:57Z,2019-01-02T09:52:10Z,selectize.js,selectize,JavaScript,11558,11558,3065,2659
72495579,2016-11-01T02:13:26Z,2019-01-03T11:36:58Z,gitea,go-gitea,Go,11556,11556,1212,125290
17829481,2014-03-17T13:49:17Z,2019-01-03T11:15:37Z,data,fivethirtyeight,Jupyter Notebook,11551,11551,5247,76494
4279682,2012-05-10T03:00:55Z,2019-01-03T12:11:36Z,fish-shell,fish-shell,Shell,11535,11535,1024,47103
37153337,2015-06-09T19:25:38Z,2019-01-03T11:26:19Z,react-native-web,necolas,JavaScript,11522,11522,926,23798
12512833,2013-08-31T23:04:51Z,2019-01-03T11:35:31Z,solved-by-flexbox,philipwalton,JavaScript,11501,11501,953,1549
10219106,2013-05-22T12:15:47Z,2019-01-03T09:45:56Z,mean,linnovate,TypeScript,11494,11494,3525,8178
21125024,2014-06-23T12:14:21Z,2019-01-03T10:09:36Z,husky,typicode,JavaScript,11476,11476,409,1036
20619036,2014-06-08T15:02:55Z,2019-01-03T12:09:57Z,pi-hole,pi-hole,Shell,11468,11468,886,4330
78186814,2017-01-06T08:00:06Z,2019-01-03T10:19:55Z,incubator-weex,apache,JavaScript,11463,11463,1521,230810
1337658,2011-02-07T12:41:33Z,2019-01-02T04:39:36Z,Respond,scottjehl,JavaScript,11452,11452,3699,321
21561301,2014-07-07T07:37:07Z,2019-01-03T11:08:59Z,BaiduExporter,acgotaku,JavaScript,11449,11449,1788,5602
714074,2010-06-10T18:34:24Z,2019-01-03T08:20:47Z,pouchdb,pouchdb,JavaScript,11444,11444,1150,118943
1538210,2011-03-28T19:23:04Z,2019-01-03T01:15:54Z,SVProgressHUD,SVProgressHUD,Objective-C,11424,11424,2291,1070
78664391,2017-01-11T17:54:30Z,2019-01-03T03:56:23Z,create-react-native-app,react-community,JavaScript,11404,11404,1229,651
32866454,2015-03-25T13:32:06Z,2019-01-03T08:50:25Z,nuklear,vurtun,C,11402,11402,832,11883
24420506,2014-09-24T15:24:30Z,2019-01-03T11:36:31Z,v8,v8,C++,11399,11399,2259,848902
80945428,2017-02-04T20:12:52Z,2019-01-03T11:03:02Z,nest,nestjs,TypeScript,11384,11384,727,5879
478584,2010-01-19T06:55:19Z,2019-01-03T07:45:16Z,jsdom,jsdom,JavaScript,11365,11365,1060,21888
51863547,2016-02-16T19:48:39Z,2019-01-03T12:02:04Z,handson-ml,ageron,Jupyter Notebook,11346,11346,6007,84523
62615465,2016-07-05T07:30:42Z,2019-01-03T07:29:41Z,You-Dont-Need-JavaScript,you-dont-need,CSS,11343,11343,669,7052
90528830,2017-05-07T11:45:27Z,2019-01-03T12:01:04Z,awesome-flutter,Solido,Dart,11340,11340,1243,890
42586612,2015-09-16T12:47:27Z,2019-01-03T08:55:04Z,openface,cmusatyalab,Lua,11332,11332,2736,24492
3744545,2012-03-17T01:11:40Z,2019-01-03T08:42:25Z,bootstrap-datepicker,uxsolutions,JavaScript,11328,11328,5184,4749
13926404,2013-10-28T13:19:39Z,2019-01-03T09:41:50Z,redash,getredash,Python,11323,11323,1811,12856
17575535,2014-03-09T22:40:07Z,2019-01-03T08:40:02Z,chartist-js,gionkunz,JavaScript,11316,11316,2292,11964
5724990,2012-09-08T02:56:20Z,2019-01-03T10:57:25Z,Carbon,briannesbitt,PHP,11308,11308,1042,4760
90792131,2017-05-09T21:09:14Z,2019-01-03T11:25:02Z,android-architecture-components,googlesamples,Kotlin,11306,11306,3017,2592
184460,2009-04-24T11:31:24Z,2019-01-03T09:34:38Z,celery,celery,Python,11304,11304,3050,28208
80472665,2017-01-30T23:02:00Z,2019-01-03T09:27:37Z,best-resume-ever,salomonelli,Vue,11298,11298,1408,32777
12226786,2013-08-19T20:24:24Z,2019-01-03T12:02:19Z,sharp,lovell,JavaScript,11279,11279,630,33168
70202506,2016-10-07T00:04:51Z,2019-01-03T07:19:23Z,dep,golang,Go,11272,11272,891,12393
99234994,2017-08-03T13:22:43Z,2019-01-03T03:16:14Z,design-blocks,froala,HTML,11270,11270,915,358199
51071818,2016-02-04T11:32:08Z,2019-01-03T09:01:11Z,diff-so-fancy,so-fancy,Perl,11264,11264,229,346
12044132,2013-08-11T23:18:28Z,2019-01-03T09:39:53Z,bitcoinbook,bitcoinbook,Python,11253,11253,3224,44078
11133743,2013-07-02T19:57:06Z,2019-01-03T11:07:13Z,Effeckt.css,h5bp,CSS,11237,11237,1534,3896
75642389,2016-12-05T16:04:09Z,2019-01-03T11:42:16Z,material-components-web,material-components,JavaScript,11235,11235,1380,73254
14812739,2013-11-30T00:29:56Z,2019-01-03T12:04:10Z,libuv,libuv,C,11215,11215,1835,13823
32157172,2015-03-13T13:24:56Z,2019-01-03T10:27:03Z,gfwlist,gfwlist,,11211,11211,2191,66244
19757917,2014-05-13T22:22:18Z,2019-01-03T09:30:33Z,vivus,maxwellito,JavaScript,11210,11210,941,373
8257106,2013-02-17T21:40:44Z,2019-01-03T07:32:01Z,JSQMessagesViewController,jessesquires,Objective-C,11204,11204,2870,20414
61421257,2016-06-18T06:53:23Z,2019-01-03T09:05:38Z,egg,eggjs,JavaScript,11202,11202,1126,50600
18666758,2014-04-11T07:59:16Z,2019-01-03T11:57:36Z,darknet,pjreddie,C,11193,11193,6164,6273
38588153,2015-07-05T23:33:49Z,2019-01-03T12:04:09Z,awesome-redux,xgrommx,,11188,11188,1015,608
36256540,2015-05-25T21:54:47Z,2019-01-03T03:55:13Z,css-modules,css-modules,,11174,11174,362,43
2203645,2011-08-14T00:10:53Z,2019-01-03T11:35:38Z,CocoaPods,CocoaPods,Ruby,11169,11169,2010,57470
5683364,2012-09-05T06:24:59Z,2019-01-02T06:04:24Z,Mantle,Mantle,Objective-C,11156,11156,1465,1497
2139017,2011-08-01T20:51:48Z,2019-01-03T05:18:43Z,rbenv,rbenv,Shell,11155,11155,1016,524
5101823,2012-07-18T21:01:40Z,2019-01-01T15:27:09Z,dashing,Shopify,JavaScript,11143,11143,1243,2543
4008931,2012-04-12T20:22:50Z,2019-01-03T12:10:01Z,hosts,StevenBlack,Python,11142,11142,1000,92596
16005410,2014-01-17T16:44:46Z,2019-01-03T03:16:14Z,CircleImageView,hdodenhof,Java,11128,11128,2601,971
4598984,2012-06-08T15:32:30Z,2019-01-03T10:20:58Z,SwitchyOmega,FelisCatus,CoffeeScript,11127,11127,1861,1892
2888818,2011-12-01T05:02:34Z,2019-01-03T12:05:18Z,scala,scala,Scala,11126,11126,2622,110351
4839957,2012-06-30T05:14:23Z,2019-01-03T11:53:53Z,SlidingMenu,jfeinstein10,Java,11123,11123,5446,32085
134017286,2018-05-19T00:53:06Z,2019-01-03T11:52:54Z,lazygit,jesseduffield,Go,11116,11116,358,9664
69662720,2016-09-30T11:53:17Z,2019-01-03T10:47:12Z,WaveFunctionCollapse,mxgmn,C#,11105,11105,522,536
18503721,2014-04-07T01:37:37Z,2019-01-03T10:41:38Z,yoga,facebook,C++,11095,11095,846,25858
1790564,2011-05-23T22:38:58Z,2019-01-03T07:26:53Z,handsontable,handsontable,JavaScript,11085,11085,2122,72022
130464961,2018-04-21T10:52:23Z,2019-01-03T11:44:21Z,bat,sharkdp,Rust,11070,11070,202,8473
50134307,2016-01-21T20:23:15Z,2019-01-03T10:31:38Z,es6-cheatsheet,DrkSephy,JavaScript,11059,11059,835,159
1579809,2011-04-06T23:23:43Z,2019-01-02T11:58:26Z,iCarousel,nicklockwood,Objective-C,11058,11058,2491,3896
59720190,2016-05-26T04:38:22Z,2019-01-03T10:11:12Z,sanic,huge-success,Python,11045,11045,1055,1848
12104024,2013-08-14T08:33:55Z,2019-01-03T12:08:18Z,go,datasciencemasters,,11045,11045,4689,1298
19953044,2014-05-19T18:33:01Z,2019-01-03T07:48:00Z,flatbuffers,google,C++,11039,11039,1752,7990
40511756,2015-08-10T23:52:45Z,2019-01-03T08:42:25Z,flatpickr,flatpickr,TypeScript,11024,11024,856,5720
107119649,2017-10-16T11:41:48Z,2019-01-03T11:02:55Z,Screenshot-to-code,emilwallner,Jupyter Notebook,11019,11019,1046,51623
11855195,2013-08-03T00:20:12Z,2019-01-03T11:02:55Z,chalk,chalk,JavaScript,11018,11018,403,655
5508088,2012-08-22T10:41:43Z,2019-01-03T08:22:54Z,svgo,svg,JavaScript,11018,11018,818,1422
13862381,2013-10-25T14:08:10Z,2019-01-03T09:51:07Z,Telegram,DrKLO,Java,11007,11007,4376,154130
20446799,2014-06-03T14:50:31Z,2019-01-03T03:30:03Z,DZNEmptyDataSet,dzenbot,Objective-C,11007,11007,1605,12101
40013435,2015-07-31T16:07:03Z,2019-01-03T09:16:31Z,redux-form,erikras,JavaScript,11001,11001,1412,7693
31288958,2015-02-25T00:15:59Z,2019-01-03T08:36:54Z,vault,hashicorp,Go,10983,10983,1676,74988
5405654,2012-08-13T22:36:09Z,2019-01-03T11:57:33Z,learnGitBranching,pcottle,JavaScript,10971,10971,2641,53142
56315715,2016-04-15T11:37:23Z,2019-01-03T10:51:09Z,NativeBase,GeekyAnts,JavaScript,10970,10970,1280,19899
122838124,2018-02-25T13:22:25Z,2019-01-03T11:51:09Z,30-seconds-of-css,30-seconds,HTML,10959,10959,623,2173
3282,2008-03-10T07:34:08Z,2019-01-02T21:32:21Z,nerdtree,scrooloose,Vim script,10957,10957,1067,1426
15953199,2014-01-16T00:21:17Z,2019-01-03T09:56:09Z,youmightnotneedjquery,HubSpot,HTML,10948,10948,425,342
35810174,2015-05-18T09:54:57Z,2019-01-03T11:38:34Z,electron-react-boilerplate,electron-react-boilerplate,JavaScript,10945,10945,1813,8496
47561138,2015-12-07T15:35:12Z,2019-01-03T06:09:28Z,jstips,loverajoel,,10938,10938,692,5438
3374332,2012-02-07T04:31:56Z,2019-01-03T05:49:56Z,bootswatch,thomaspark,JavaScript,10905,10905,3075,46980
189840,2009-05-01T01:14:24Z,2019-01-03T10:39:15Z,fabric,fabric,Python,10891,10891,1676,18898
39013909,2015-07-13T13:33:08Z,2019-01-03T12:04:23Z,redux-thunk,reduxjs,JavaScript,10890,10890,557,124
10536180,2013-06-06T20:48:17Z,2019-01-03T10:16:59Z,AngularJS-Learning,jmcunningham,,10889,10889,2228,1125
2626751,2011-10-22T16:15:14Z,2019-01-03T09:20:13Z,greenDAO,greenrobot,Java,10887,10887,2696,7167
2340549,2011-09-07T09:24:08Z,2019-01-02T21:10:28Z,playframework,playframework,Scala,10885,10885,3682,92388
1549138,2011-03-31T02:38:39Z,2019-01-03T11:07:19Z,CocoaLumberjack,CocoaLumberjack,Objective-C,10883,10883,1902,4382
92287968,2017-05-24T12:06:56Z,2019-01-03T06:31:25Z,cheatsheets-ai,kailashahirwar,,10871,10871,2537,28314
137583435,2018-06-16T13:40:50Z,2019-01-03T11:48:06Z,react-developer-roadmap,adam-golab,JavaScript,10863,10863,951,12714
85225942,2017-03-16T17:51:51Z,2019-01-02T21:21:21Z,Become-A-Full-Stack-Web-Developer,bmorelli25,,10856,10856,1725,79
28723659,2015-01-02T19:28:35Z,2019-01-03T11:00:45Z,awesome-deep-learning,ChristosChristofidis,,10854,10854,3269,351
65219131,2016-08-08T16:09:17Z,2019-01-03T12:05:27Z,learn-anything,learn-anything,JavaScript,10848,10848,696,56047
23301468,2014-08-25T04:09:33Z,2019-01-03T05:45:45Z,AndroidSwipeLayout,daimajia,Java,10844,10844,2610,399
104337773,2017-09-21T11:08:23Z,2019-01-03T10:59:33Z,chinese-independent-developer,1c7,,10839,10839,1026,572
2990192,2011-12-15T20:01:12Z,2019-01-02T21:40:19Z,Signal-Android,signalapp,Java,10834,10834,2828,160835
35732214,2015-05-16T16:59:31Z,2019-01-03T09:51:09Z,SwiftLint,realm,Swift,10824,10824,1094,8648
138312,2009-02-26T16:14:04Z,2019-01-03T11:13:41Z,capistrano,capistrano,Ruby,10804,10804,1689,4182
7833168,2013-01-26T04:00:59Z,2019-01-03T12:10:06Z,kibana,elastic,JavaScript,10791,10791,4207,525408
18405734,2014-04-03T14:21:19Z,2019-01-02T16:37:43Z,smartcrop.js,jwagner,JavaScript,10790,10790,530,21892
8989842,2013-03-24T17:18:38Z,2019-01-03T12:06:08Z,the-way-to-go_ZH_CN,Unknwon,Go,10787,10787,3368,11191
54994103,2016-03-29T17:00:47Z,2019-01-03T09:29:25Z,popper.js,FezVrasta,JavaScript,10784,10784,708,4944
801795,2010-07-27T23:58:18Z,2019-01-03T03:37:13Z,MagicalRecord,magicalpanda,Objective-C,10783,10783,1868,8005
908893,2010-09-14T02:05:09Z,2019-01-03T09:48:23Z,node_redis,NodeRedis,JavaScript,10782,10782,1265,2147
1053270,2010-11-05T04:44:12Z,2019-01-03T09:11:28Z,fig-standards,php-fig,,10780,10780,2751,2885
29900673,2015-01-27T06:25:41Z,2019-01-03T10:07:01Z,htaccess,phanan,,10773,10773,1115,207
34275705,2015-04-20T17:35:19Z,2019-01-03T06:51:10Z,redox,redox-os,Shell,10760,10760,709,6610
43640830,2015-10-04T15:22:01Z,2019-01-03T06:53:50Z,react-native-macos,ptmt,JavaScript,10759,10759,451,84391
17804584,2014-03-16T17:25:43Z,2019-01-03T10:40:42Z,java8-tutorial,winterbe,Java,10756,10756,2456,157
20773773,2014-06-12T16:00:38Z,2019-01-03T11:44:08Z,bazel,bazelbuild,Java,10750,10750,1718,526418
80990461,2017-02-05T12:11:23Z,2019-01-03T09:27:14Z,ML-From-Scratch,eriklindernoren,Python,10748,10748,1759,543
30092893,2015-01-30T22:10:02Z,2019-01-03T11:50:20Z,coreclr,dotnet,C#,10748,10748,2559,301443
102973646,2017-09-09T17:43:36Z,2019-01-03T12:08:45Z,fastai,fastai,Jupyter Notebook,10744,10744,3889,352845
36674234,2015-06-01T16:41:04Z,2019-01-03T08:29:49Z,material-theme,equinusocio,Python,10744,10744,775,18241
27835638,2014-12-10T19:22:29Z,2019-01-03T10:02:29Z,framework,aurelia,JavaScript,10740,10740,642,1883
36205608,2015-05-25T02:37:22Z,2019-01-03T02:31:57Z,JSPatch,bang590,Objective-C,10719,10719,2202,7890
45936895,2015-11-10T20:00:16Z,2019-01-03T12:10:22Z,wp-calypso,Automattic,JavaScript,10714,10714,1524,129103
11530283,2013-07-19T14:59:46Z,2019-01-03T03:50:01Z,JSVerbalExpressions,VerbalExpressions,JavaScript,10709,10709,474,874
5888353,2012-09-20T15:06:38Z,2019-01-03T10:04:05Z,luigi,spotify,Python,10703,10703,1813,9773
2826918,2011-11-22T10:25:54Z,2019-01-03T08:58:16Z,CocoaAsyncSocket,robbiehanson,Objective-C,10677,10677,2650,2132
2211243,2011-08-15T18:06:16Z,2019-01-03T11:31:39Z,kafka,apache,Java,10667,10667,5868,77444
18440563,2014-04-04T13:54:37Z,2019-01-03T11:03:40Z,PromiseKit,mxcl,Swift,10660,10660,998,3956
4702560,2012-06-18T15:30:27Z,2019-01-03T10:23:19Z,PHPExcel,PHPOffice,PHP,10652,10652,3650,22024
23062124,2014-08-18T07:14:41Z,2019-01-03T09:22:03Z,mui,dcloudio,JavaScript,10652,10652,5606,8032
434430,2009-12-13T20:59:18Z,2019-01-02T14:53:38Z,vim-pathogen,tpope,Vim script,10649,10649,1153,96
2945088,2011-12-09T04:10:26Z,2019-01-03T08:57:35Z,revel,revel,Go,10634,10634,1292,2682
48610662,2015-12-26T12:56:33Z,2019-01-03T12:05:12Z,acme.sh,Neilpang,Shell,10630,10630,1344,3192
41215439,2015-08-22T16:21:53Z,2019-01-02T17:49:36Z,Material,CosmicMind,Swift,10625,10625,1149,33906
29703871,2015-01-22T22:34:10Z,2019-01-03T06:07:58Z,stetho,facebook,Java,10616,10616,970,2169
3116751,2012-01-06T08:48:03Z,2019-01-03T07:42:32Z,androidannotations,androidannotations,Java,10610,10610,2461,22039
27388642,2014-12-01T16:37:39Z,2019-01-03T06:28:51Z,homebridge,nfarina,JavaScript,10607,10607,1306,1685
2163263,2011-08-06T00:35:39Z,2019-01-03T09:08:27Z,hapi,hapijs,JavaScript,10603,10603,1091,12798
478996,2010-01-19T14:40:34Z,2019-01-02T16:26:07Z,jquery-ui,jquery,JavaScript,10595,10595,4950,26513
128237146,2018-04-05T16:58:38Z,2019-01-03T11:31:45Z,vuepress,vuejs,JavaScript,10592,10592,1344,5521
40345658,2015-08-07T06:50:27Z,2019-01-03T05:11:37Z,recharts,recharts,JavaScript,10588,10588,809,5385
29078997,2015-01-11T02:39:03Z,2019-01-03T11:00:14Z,roslyn,dotnet,C#,10585,10585,2503,517389
11892946,2013-08-05T07:51:08Z,2019-01-03T11:26:26Z,RedisDesktopManager,uglide,C++,10575,10575,1649,73688
49020217,2016-01-04T20:10:18Z,2019-01-03T09:28:29Z,react-howto,petehunt,,10574,10574,734,192
38342221,2015-07-01T01:26:56Z,2019-01-03T12:09:25Z,graphql,facebook,Shell,10565,10565,657,2151
33538019,2015-04-07T11:01:23Z,2019-01-03T00:47:46Z,awesome-ios-ui,cjwirth,,10553,10553,1323,144858
7544081,2013-01-10T16:09:24Z,2019-01-02T09:11:11Z,Magnific-Popup,dimsemenov,JavaScript,10552,10552,2903,1873
768345,2010-07-11T01:58:03Z,2019-01-03T11:37:36Z,spectacle,eczarny,Objective-C,10552,10552,576,12707
96689748,2017-07-09T14:30:51Z,2019-01-03T09:44:26Z,pell,jaredreich,JavaScript,10536,10536,498,1198
13030144,2013-09-23T08:08:53Z,2019-01-03T00:52:28Z,ScrollMagic,janpaepke,JavaScript,10530,10530,1694,4241
9754983,2013-04-29T18:26:36Z,2019-01-03T11:34:41Z,tutorials,eugenp,Java,10530,10530,15672,114249
126147399,2018-03-21T08:33:48Z,2019-01-03T09:27:36Z,ReLaXed,RelaxedJS,JavaScript,10525,10525,362,802
89247811,2017-04-24T14:06:31Z,2019-01-03T11:55:24Z,openpose,CMU-Perceptual-Computing-Lab,C++,10522,10522,2874,84262
31929346,2015-03-10T00:04:35Z,2019-01-03T06:14:57Z,android-UniversalMusicPlayer,googlesamples,Kotlin,10512,10512,3250,8200
53127403,2016-03-04T10:24:23Z,2019-01-03T10:31:02Z,apollo,ctripcorp,Java,10509,10509,3743,44108
32610336,2015-03-20T22:30:12Z,2019-01-03T11:48:53Z,logger,orhanobut,Java,10495,10495,1722,1875
1272424,2011-01-19T21:17:36Z,2019-01-03T05:06:08Z,nodemailer,nodemailer,JavaScript,10490,10490,943,9629
1223029,2011-01-05T14:53:19Z,2019-01-03T07:01:58Z,n,tj,Shell,10484,10484,568,3004
103749180,2017-09-16T12:07:05Z,2019-01-03T10:38:43Z,cosmos,OpenGenus,Jupyter Notebook,10482,10482,2487,36262
80233816,2017-01-27T18:24:50Z,2019-01-03T09:02:48Z,lottie-react-native,react-native-community,Java,10470,10470,924,49537
154747577,2018-10-25T22:57:34Z,2019-01-03T12:02:23Z,bert,google-research,Python,10463,10463,1974,203
1554093,2011-04-01T04:01:46Z,2019-01-03T05:46:41Z,iTerm2-Color-Schemes,mbadolato,Python,10457,10457,2943,66355
1274749,2011-01-20T14:10:05Z,2019-01-02T15:20:45Z,history.js,browserstate,JavaScript,10454,10454,1464,3083
51648174,2016-02-13T14:02:12Z,2019-01-03T06:46:11Z,30DaysofSwift,allenwong,Swift,10452,10452,1947,169715
88876034,2017-04-20T14:37:37Z,2019-01-03T10:43:45Z,WeChatPlugin-MacOS,TKkk-iOSer,Objective-C,10452,10452,1364,23770
1548202,2011-03-30T21:18:17Z,2019-01-03T11:33:58Z,matomo,matomo-org,PHP,10451,10451,1681,202611
60711512,2016-06-08T16:09:17Z,2019-01-03T09:59:55Z,LearningNotes,francistao,,10439,10439,3646,655
13527761,2013-10-12T19:35:45Z,2019-01-03T10:08:28Z,browser-sync,BrowserSync,JavaScript,10435,10435,655,7226
33884891,2015-04-13T18:04:58Z,2019-01-03T11:41:06Z,incubator-airflow,apache,Python,10429,10429,3664,29236
2560988,2011-10-12T07:55:46Z,2019-01-02T11:08:19Z,karma,karma-runner,JavaScript,10420,10420,1568,7704
43441403,2015-09-30T15:34:48Z,2019-01-03T11:28:54Z,strapi,strapi,JavaScript,10417,10417,1178,42877
13975314,2013-10-30T02:34:07Z,2019-01-02T06:19:12Z,martini,go-martini,Go,10412,10412,1068,496
28704549,2015-01-02T05:29:32Z,2019-01-03T10:02:30Z,flexbugs,philipwalton,,10406,10406,345,115
1280180,2011-01-21T22:08:29Z,2019-01-03T12:09:34Z,phabricator,phacility,PHP,10400,10400,1329,134984
25659723,2014-10-23T21:58:29Z,2019-01-03T06:05:12Z,dotnet,Microsoft,HTML,10400,10400,1661,2735
59239347,2016-05-19T20:15:28Z,2019-01-03T09:11:41Z,portainer,portainer,HTML,10398,10398,997,21365
38003903,2015-06-24T18:38:28Z,2019-01-03T09:27:36Z,react-redux-starter-kit,davezuko,JavaScript,10395,10395,2404,1190
4814354,2012-06-27T22:32:43Z,2019-01-03T10:55:24Z,LightTable,LightTable,Clojure,10393,10393,891,13202
24976755,2014-10-09T06:36:16Z,2019-01-03T11:44:10Z,HanLP,hankcs,Java,10389,10389,3059,54377
10518659,2013-06-06T04:06:16Z,2019-01-03T05:35:12Z,co,tj,JavaScript,10386,10386,702,437
38565895,2015-07-05T10:58:49Z,2019-01-03T11:17:18Z,redux-devtools,reduxjs,JavaScript,10384,10384,740,2872
17814354,2014-03-17T01:59:39Z,2019-01-03T06:41:55Z,mithril.js,MithrilJS,JavaScript,10375,10375,778,9832
1388245,2011-02-20T03:25:07Z,2019-01-03T03:55:28Z,android-async-http,loopj,Java,10375,10375,4304,2488
58327877,2016-05-08T19:34:15Z,2019-01-03T11:54:42Z,browsh,browsh-org,JavaScript,10366,10366,268,7296
40905762,2015-08-17T15:25:52Z,2019-01-03T11:51:13Z,IntelliJ-IDEA-Tutorial,judasn,,10357,10357,4976,150431
26337322,2014-11-07T20:49:31Z,2019-01-03T09:27:36Z,rancher,rancher,Go,10351,10351,1083,51092
14376285,2013-11-13T21:00:12Z,2019-01-03T04:56:06Z,bitbar,matryer,Objective-C,10350,10350,423,3664
19416551,2014-05-04T01:54:44Z,2019-01-03T10:09:40Z,sqlitebrowser,sqlitebrowser,C++,10343,10343,1210,16214
